ID,VALOR_CREDITO,SEXO,EDUCACAO,ESTADO_CIVIL,IDADE,FATURA_Semtembro,FATURA_Agosto,FATURA_Julho,FATURA_Junho,FATURA_Maio,FATURA_Abril,INADIMPLENTE
300,300000,Masculino,Pós-Graduação,Solteiro(a),34,0,0,13001,12601,19595,203,Sim
301,100000,Masculino,Superior,Solteiro(a),37,99209,98222,67185,66926,66796,64513,Não
302,440000,Feminino,Pós-Graduação,Solteiro(a),36,0,0,0,0,0,0,Não
303,50000,Feminino,Ensino Médio,Casado(a),40,49941,51213,12104,12898,13687,14458,Não
304,20000,Feminino,Pós-Graduação,Solteiro(a),25,11968,14564,27820,15824,15761,12510,Sim
305,200000,Feminino,Pós-Graduação,Solteiro(a),27,871,665,960,4242,4084,7414,Não
306,110000,Feminino,Superior,Solteiro(a),26,432,3220,5704,1256,1848,400,Não
307,500000,Feminino,Superior,Casado(a),36,10483,23956,0,8500,4590,0,Não
308,300000,Feminino,Superior,Casado(a),27,0,5215,0,0,0,0,Não
309,30000,Masculino,Ensino Médio,Casado(a),55,9720,10613,11339,12841,13836,14514,Sim
310,60000,Feminino,Pós-Graduação,Solteiro(a),27,20847,13801,14366,4889,273,11736,Não
311,400000,Feminino,Superior,Casado(a),38,3697,3600,1354,5322,5103,2077,Não
312,180000,Feminino,Superior,Casado(a),34,143301,146333,147042,127814,130331,132845,Não
313,20000,Masculino,Pós-Graduação,Solteiro(a),40,10934,13738,16567,10411,13057,14340,Não
314,200000,Feminino,Ensino Médio,Casado(a),49,52439,51040,56205,54723,58657,59983,Sim
315,100000,Masculino,Pós-Graduação,Solteiro(a),27,55734,52557,33415,28776,17580,6441,Não
316,60000,Masculino,Superior,Solteiro(a),23,49507,33282,34312,17277,17808,19346,Sim
317,110000,Feminino,Superior,Solteiro(a),36,47819,48947,50330,50894,52175,53652,Não
318,260000,Feminino,Ensino Médio,Casado(a),53,0,165,526,452,397,485,Não
319,50000,Feminino,Ensino Médio,Casado(a),46,48522,50955,29516,29742,29898,24883,Não
320,180000,Masculino,Superior,Solteiro(a),29,-2,-2,-2,-2,-2,-2,Não
321,110000,Masculino,Superior,Solteiro(a),29,58362,56598,51908,48647,47862,47969,Sim
322,340000,Feminino,Pós-Graduação,Solteiro(a),27,172180,180140,166281,155628,145645,103263,Não
323,50000,Masculino,Superior,Solteiro(a),24,1399,2441,3865,7476,8384,8085,Não
324,230000,Feminino,Superior,Casado(a),28,26361,18826,1100,2100,767,6173,Sim
325,360000,Feminino,Superior,Solteiro(a),32,93029,94054,91834,95631,100123,100738,Não
326,210000,Masculino,Superior,Solteiro(a),43,0,0,38013,40555,45075,37056,Não
327,220000,Feminino,Superior,Casado(a),41,650,650,325,950,475,325,Sim
328,60000,Feminino,Superior,Casado(a),34,24898,27976,27233,30184,29566,30225,Sim
329,340000,Masculino,Superior,Casado(a),55,50396,44665,8300,2190,24599,7416,Não
330,150000,Masculino,Pós-Graduação,Casado(a),40,99855,102586,100064,104975,107147,109428,Não
331,200000,Feminino,Superior,Casado(a),37,-179,505,189,6773,23209,16893,Sim
332,130000,Feminino,Superior,Solteiro(a),40,9559,12394,11883,9826,10167,12685,Sim
333,60000,Feminino,Pós-Graduação,Solteiro(a),28,10540,10232,11237,11427,20973,31857,Não
334,400000,Feminino,Superior,Casado(a),43,0,0,0,0,1600,78388,Não
335,20000,Masculino,Pós-Graduação,Solteiro(a),27,20571,19089,19658,19453,19108,18868,Não
336,190000,Feminino,Pós-Graduação,Solteiro(a),28,143464,146943,151905,153538,156664,160361,Não
337,260000,Feminino,Pós-Graduação,Solteiro(a),30,156882,160246,159988,158114,158762,159108,Não
338,140000,Feminino,Superior,Solteiro(a),31,390,0,0,0,0,0,Não
339,50000,Feminino,Superior,Casado(a),31,46512,47716,49675,30929,30078,29170,Sim
340,120000,Feminino,Pós-Graduação,Solteiro(a),34,882,6531,6313,1100,1330,830,Não
341,240000,Feminino,Superior,Solteiro(a),30,92,92,92,0,92,0,Não
342,50000,Masculino,Superior,Solteiro(a),36,5916,6172,4123,680,978,978,Não
343,200000,Feminino,Pós-Graduação,Solteiro(a),29,2393,183,4847,20183,24815,24248,Não
344,180000,Masculino,Pós-Graduação,Casado(a),39,274731,281713,242063,122295,-1005,1005,Não
345,180000,Feminino,Pós-Graduação,Solteiro(a),26,145403,138232,130553,105894,108248,106517,Não
346,160000,Feminino,Pós-Graduação,Solteiro(a),29,3097,-707,-2697,2303,6182,1654,Não
347,100000,Feminino,Superior,Solteiro(a),26,1370,4192,4159,3542,1980,3980,Não
348,50000,Feminino,Superior,Solteiro(a),29,47081,49316,50409,45545,39963,41145,Sim
349,140000,Feminino,Superior,Solteiro(a),31,138119,137950,140254,139679,141748,142174,Não
350,30000,Feminino,Superior,Solteiro(a),26,17893,19012,20123,20222,20796,19844,Sim
351,90000,Masculino,Pós-Graduação,Solteiro(a),26,39128,20473,1940,1940,0,23101,Não
352,200000,Masculino,Pós-Graduação,Casado(a),36,-14386,-13543,3432,-3684,0,1386,Não
353,380000,Masculino,Pós-Graduação,Solteiro(a),30,0,0,0,0,0,0,Sim
354,80000,Feminino,Superior,Solteiro(a),43,77057,78102,58501,51042,19036,19414,Não
355,50000,Masculino,Ensino Médio,Casado(a),58,15899,18720,18122,18530,19089,18856,Não
356,180000,Masculino,Superior,Casado(a),45,27679,28422,29650,29981,30419,31127,Sim
357,240000,Feminino,Superior,Solteiro(a),26,141315,128940,124226,113133,113966,103360,Não
358,380000,Masculino,Superior,Solteiro(a),34,194314,179206,193992,174675,171253,169121,Não
359,110000,Feminino,Outros,Solteiro(a),24,83755,77431,79044,80631,82333,84462,Não
360,260000,Masculino,Pós-Graduação,Casado(a),34,49657,291,51058,2351,34039,291,Não
361,500000,Feminino,Superior,Solteiro(a),23,507726,509229,499936,505507,484612,419643,Sim
362,320000,Feminino,Superior,Solteiro(a),30,71305,71151,72029,72849,74374,74610,Não
363,50000,Masculino,Superior,Solteiro(a),32,45734,44741,43562,44039,45008,25775,Não
364,110000,Masculino,Pós-Graduação,Casado(a),40,0,0,2066,2000,216,216,Sim
365,230000,Feminino,Pós-Graduação,Solteiro(a),35,761,300,399,665,576,613,Não
366,330000,Feminino,Superior,Casado(a),56,-9,1520,1488,0,3965,8676,Não
367,50000,Feminino,Superior,Casado(a),61,47166,49396,50476,23319,23171,24774,Não
368,10000,Masculino,Superior,Solteiro(a),24,2887,1923,2989,2813,2008,2132,Não
369,300000,Masculino,Pós-Graduação,Casado(a),40,0,0,0,0,0,0,Não
370,20000,Feminino,Superior,Casado(a),32,20631,20010,19703,11084,10918,10985,Sim
371,180000,Masculino,Superior,Casado(a),36,83538,0,0,0,0,0,Sim
372,160000,Masculino,Pós-Graduação,Solteiro(a),30,99,2977,15086,8578,13028,21712,Não
373,90000,Feminino,Pós-Graduação,Solteiro(a),34,34302,35089,43449,42451,49718,48767,Não
374,30000,Masculino,Ensino Médio,Outros,54,22987,22298,22352,23221,24339,25943,Não
375,180000,Masculino,Pós-Graduação,Casado(a),46,173267,174590,175233,106288,28089,178719,Não
376,30000,Masculino,Ensino Médio,Casado(a),58,19143,20168,21229,21495,21800,22437,Não
377,30000,Masculino,Superior,Casado(a),43,20518,19901,20905,21509,25183,24242,Não
378,140000,Feminino,Pós-Graduação,Solteiro(a),28,10833,14446,7609,4991,3400,3745,Não
379,210000,Masculino,Pós-Graduação,Solteiro(a),30,69937,71906,43308,44584,47842,49888,Não
380,50000,Masculino,Superior,Solteiro(a),31,20526,15129,15093,9577,11139,12487,Sim
381,130000,Feminino,Superior,Solteiro(a),29,89055,90780,70947,72367,73875,75355,Não
382,50000,Feminino,Superior,Casado(a),37,1894,3200,3381,3559,1948,2415,Sim
383,140000,Masculino,Ensino Médio,Casado(a),36,100594,78372,91502,90859,88616,88450,Não
384,170000,Feminino,Superior,Solteiro(a),28,2948,3848,5646,5464,5577,5889,Sim
385,80000,Masculino,Superior,Solteiro(a),25,22619,31429,27923,25280,0,0,Não
386,410000,Feminino,,Casado(a),42,338106,342904,344464,240865,234939,240176,Não
387,80000,Feminino,Pós-Graduação,Solteiro(a),29,0,80000,0,0,0,0,Não
388,80000,Masculino,Ensino Médio,Casado(a),73,63144,65631,68875,70646,72870,75018,Sim
389,150000,Masculino,Superior,Casado(a),43,153249,154049,156523,159653,162866,157759,Não
390,260000,Masculino,Pós-Graduação,Casado(a),30,1131,291,582,291,0,291,Sim
391,350000,Masculino,Pós-Graduação,Casado(a),38,0,0,0,0,0,0,Não
392,280000,Feminino,Superior,Casado(a),39,-1312,35918,37297,37154,32581,33316,Sim
393,310000,Masculino,Superior,Casado(a),44,103797,91989,87720,76218,72090,71620,Não
394,140000,Feminino,Superior,Solteiro(a),29,20110,17102,18862,19996,21214,21085,Não
395,360000,Masculino,Pós-Graduação,Casado(a),51,38000,25000,0,0,0,0,Não
396,140000,Feminino,Pós-Graduação,Solteiro(a),27,142428,144105,143952,142590,142650,142620,Não
397,100000,Masculino,Pós-Graduação,Solteiro(a),38,40810,42653,42351,43011,43011,28947,Não
398,50000,Feminino,Superior,Solteiro(a),22,0,0,0,848,0,632,Não
399,210000,Feminino,Superior,Casado(a),30,104701,106134,108423,91143,82733,74125,Não
400,120000,Feminino,Superior,Solteiro(a),25,120298,120822,109887,116313,119311,117167,Não
401,240000,Masculino,Pós-Graduação,Solteiro(a),29,156362,132280,99174,65372,28797,184922,Não
402,60000,Feminino,Ensino Médio,Outros,42,41322,29091,28097,28665,28768,29064,Não
403,150000,Masculino,Pós-Graduação,Solteiro(a),41,1464,2084,384,0,2344,822,Sim
404,30000,Masculino,Superior,Casado(a),48,27879,28870,27806,25142,25667,26179,Não
405,160000,Feminino,Pós-Graduação,Solteiro(a),29,160432,163916,159676,166893,170098,153800,Sim
406,200000,Masculino,Pós-Graduação,Casado(a),52,3858,2690,3410,0,0,82150,Não
407,120000,Feminino,Superior,Casado(a),25,26476,21393,0,0,0,0,Não
408,500000,Masculino,Pós-Graduação,Casado(a),37,507062,491956,430637,376657,356636,303510,Não
409,320000,Feminino,Pós-Graduação,Solteiro(a),27,55607,62893,59001,61565,59508,66541,Não
410,280000,Masculino,Pós-Graduação,Solteiro(a),31,168382,175646,180650,182672,168399,167983,Não
411,60000,Feminino,Pós-Graduação,Solteiro(a),23,29332,28577,30805,31601,32349,32965,Sim
412,200000,Feminino,Pós-Graduação,Casado(a),38,190,0,0,367,-150,-150,Não
413,230000,Feminino,Pós-Graduação,Casado(a),32,0,0,2809,4595,792,3404,Não
414,230000,Feminino,Superior,Solteiro(a),27,13668,12647,13135,10596,9218,5068,Sim
415,480000,Feminino,Ensino Médio,Casado(a),41,14867,26665,199960,9033,19371,22593,Não
416,50000,Feminino,Ensino Médio,Casado(a),35,22500,5000,0,0,0,0,Não
417,200000,Feminino,Pós-Graduação,Solteiro(a),31,7184,14845,1097,0,0,160,Não
418,50000,Feminino,Pós-Graduação,Solteiro(a),30,14811,16262,17286,17895,19450,18990,Não
419,50000,Masculino,Superior,Casado(a),48,44338,43048,35639,18753,19091,19548,Não
420,260000,Feminino,Pós-Graduação,Solteiro(a),36,0,0,0,0,0,0,Sim
421,30000,Masculino,Pós-Graduação,Solteiro(a),24,25265,26354,27710,27959,30002,29371,Não
422,440000,Feminino,Pós-Graduação,Solteiro(a),29,169661,167199,158520,156977,157963,151936,Não
423,230000,Feminino,Superior,Solteiro(a),38,10237,2795,1350,371,2980,0,Não
424,200000,Masculino,Superior,Casado(a),38,104978,105924,102663,97090,98045,105253,Sim
425,490000,Feminino,Superior,Casado(a),30,192586,197967,201666,205798,196698,190306,Não
426,80000,Feminino,Superior,Casado(a),32,11262,0,0,0,0,0,Não
427,20000,Feminino,Ensino Médio,Solteiro(a),49,9551,12081,13087,12583,15327,16414,Sim
428,170000,Feminino,Pós-Graduação,Solteiro(a),31,199,199,199,398,199,199,Sim
429,70000,Masculino,Pós-Graduação,Solteiro(a),27,70119,68536,66601,29401,28949,29795,Não
430,210000,Feminino,Superior,Solteiro(a),33,212601,177946,119362,117766,68791,66167,Não
431,90000,Feminino,Superior,Solteiro(a),25,91894,71732,73241,74424,76070,77648,Não
432,390000,Feminino,Pós-Graduação,Solteiro(a),27,304867,299998,300426,292869,292885,281826,Sim
433,110000,Feminino,Pós-Graduação,Solteiro(a),29,48123,49537,50422,50990,52014,53206,Não
434,580000,Feminino,Pós-Graduação,Casado(a),36,159760,162189,166127,169365,168755,167964,Não
435,360000,Masculino,Ensino Médio,Casado(a),55,9210,8485,17231,1770,0,0,Não
436,270000,Feminino,Superior,Casado(a),32,234752,233036,229286,217644,223690,221413,Sim
437,60000,Feminino,Pós-Graduação,Solteiro(a),27,14072,0,0,300,150,150,Não
438,110000,Masculino,Ensino Médio,Casado(a),37,61807,62499,62162,60605,60272,60145,Não
439,50000,Feminino,Pós-Graduação,Casado(a),25,51044,50231,46677,44982,21399,20859,Não
440,80000,Feminino,Pós-Graduação,Solteiro(a),23,77024,73281,57806,37642,46235,47110,Sim
441,50000,Masculino,Superior,Solteiro(a),23,350,350,400,1695,12645,12584,Não
442,100000,Masculino,Pós-Graduação,Solteiro(a),32,83831,85586,87289,91451,93381,89522,Não
443,30000,Feminino,Pós-Graduação,Solteiro(a),26,0,0,945,0,197,2995,Não
444,200000,Feminino,Pós-Graduação,Solteiro(a),27,122923,124653,126355,114881,117213,124793,Não
445,240000,Masculino,Pós-Graduação,Solteiro(a),44,246135,231443,234557,200643,194410,198857,Sim
446,220000,Masculino,Superior,Solteiro(a),34,37304,33304,29254,24875,20329,15602,Não
447,160000,Feminino,Pós-Graduação,Solteiro(a),28,146433,107604,89902,90983,82255,83988,Não
448,180000,Feminino,Pós-Graduação,Casado(a),53,46122,1260,29366,5400,0,1599,Não
449,200000,Masculino,Outros,Casado(a),42,38564,38246,32253,30384,30900,0,Não
450,140000,Feminino,Ensino Médio,Casado(a),30,96304,98007,82227,65000,60848,58880,Não
451,380000,Masculino,Pós-Graduação,Casado(a),51,0,0,0,0,0,0,Sim
452,600000,Masculino,Pós-Graduação,Casado(a),53,467150,458862,469703,447130,440982,434715,Sim
453,260000,Masculino,Superior,Solteiro(a),37,255691,262736,36638,122388,127402,131074,Não
454,200000,Feminino,Pós-Graduação,Solteiro(a),26,156786,179,1443,1443,1443,871,Não
455,80000,Masculino,Superior,Solteiro(a),42,78129,28202,78553,49340,48919,48443,Não
456,40000,Masculino,Superior,Solteiro(a),39,40034,36549,17431,15031,10600,5315,Não
457,130000,Masculino,Ensino Médio,Solteiro(a),39,71034,69329,74175,72383,77217,75820,Não
458,50000,Masculino,Pós-Graduação,Solteiro(a),32,23974,24131,25326,25775,0,0,Não
459,230000,Feminino,Superior,Casado(a),41,819,18163,5473,8162,6985,9130,Não
460,70000,Masculino,Superior,Casado(a),48,50927,39883,32017,17630,9730,6400,Sim
461,180000,Feminino,Superior,Casado(a),38,152510,151651,159019,123022,126075,126219,Não
462,80000,Feminino,Superior,Casado(a),36,1689,8638,5702,2980,1260,7868,Não
463,290000,Feminino,Superior,Solteiro(a),26,20807,99860,100000,3015,23473,1448,Não
464,230000,Feminino,Pós-Graduação,Solteiro(a),28,30141,131255,110503,99283,97599,96116,Não
465,170000,Feminino,Ensino Médio,Outros,56,0,0,1991,0,0,150,Não
466,230000,Masculino,Pós-Graduação,Casado(a),59,208459,206331,203813,201331,198999,191671,Sim
467,220000,Masculino,Pós-Graduação,Solteiro(a),38,212795,211043,212759,218541,167743,165300,Sim
468,230000,Masculino,Superior,Solteiro(a),32,28114,28006,25000,22046,19860,19831,Não
469,500000,Masculino,Superior,Casado(a),38,59372,49677,49515,42568,48268,51481,Não
470,90000,Feminino,Pós-Graduação,Casado(a),41,6160,3274,6190,307,2870,670,Não
471,390000,Feminino,Ensino Médio,Solteiro(a),35,355215,363325,373181,252195,257496,263018,Sim
472,400000,Feminino,Superior,Solteiro(a),41,366193,372700,375948,195991,152127,155182,Não
473,180000,Masculino,Superior,Casado(a),34,2927,2790,1140,2144,1180,1382,Não
474,60000,Masculino,Ensino Médio,Casado(a),38,29295,30321,31018,32193,34213,35002,Não
475,120000,Feminino,Superior,Casado(a),32,4158,2682,0,6440,0,5930,Não
476,60000,Feminino,Superior,Solteiro(a),29,27199,28358,28937,29614,30391,23159,Não
477,50000,Masculino,Pós-Graduação,Solteiro(a),44,50893,28527,29241,28513,29106,29638,Não
478,70000,Feminino,Superior,Casado(a),37,66759,68200,72972,71248,50610,50809,Não
479,500000,Feminino,Pós-Graduação,Casado(a),38,600,300,501,300,600,450,Não
480,200000,Masculino,Pós-Graduação,Solteiro(a),31,0,0,0,0,0,0,Não
481,250000,Feminino,Superior,Casado(a),40,44930,137101,90801,0,1069,919,Não
482,140000,Masculino,Superior,Solteiro(a),26,131367,146193,140202,144035,140419,130271,Sim
483,70000,Feminino,Superior,Solteiro(a),28,41264,41799,37887,37876,6736,4162,Não
484,90000,Masculino,Ensino Médio,Casado(a),48,77604,73317,71334,67009,63228,59378,Não
485,100000,Feminino,Superior,Casado(a),43,2491,1709,574,556,2306,2562,Não
486,190000,Masculino,Superior,Casado(a),31,177554,180633,172914,130139,115494,117465,Não
487,230000,Feminino,Pós-Graduação,Casado(a),42,6865,15111,13165,0,10500,6992,Não
488,320000,Masculino,Superior,Casado(a),39,93768,91523,91579,91193,92837,95323,Não
489,220000,Feminino,Superior,Casado(a),36,396,1648,792,396,396,396,Sim
490,260000,Feminino,Pós-Graduação,Casado(a),34,16426,6088,4663,3885,4414,2514,Não
491,90000,Feminino,Superior,Solteiro(a),32,573,0,0,0,0,0,Não
492,30000,Feminino,Superior,Casado(a),43,28703,26622,24022,24368,20859,19633,Não
493,260000,Masculino,Superior,Solteiro(a),30,98560,100980,222102,108724,68500,69174,Não
494,170000,Feminino,Superior,Solteiro(a),28,28304,17616,308,0,0,0,Não
495,80000,Feminino,Pós-Graduação,Casado(a),28,8574,9434,10038,10040,10400,10490,Sim
496,50000,Masculino,Pós-Graduação,Casado(a),41,508,672,226,390,220,320,Não
497,200000,Feminino,Ensino Médio,Solteiro(a),47,203183,202961,194449,196814,200526,198717,Não
498,20000,Masculino,Superior,Solteiro(a),23,16440,20417,18333,18848,30190,19664,Não
499,250000,Feminino,Pós-Graduação,Casado(a),49,66,0,0,120,-6,1639,Não
500,20000,Masculino,Pós-Graduação,Casado(a),38,15912,17272,20565,20705,20255,19933,Não
501,30000,Feminino,Superior,Casado(a),38,20344,21705,22537,24161,25128,24576,Não
502,90000,Feminino,Superior,Casado(a),35,23132,22474,28067,27320,31199,30548,Não
503,230000,Feminino,,Solteiro(a),46,221590,227397,230302,186635,189896,193351,Não
504,130000,Feminino,Pós-Graduação,Casado(a),33,19161,20544,22704,22304,22304,0,Sim
505,30000,Masculino,,Casado(a),53,0,0,0,0,0,0,Não
506,160000,Masculino,Pós-Graduação,Solteiro(a),35,396,396,396,0,792,1220,Não
507,500000,Feminino,Superior,Solteiro(a),43,3959,0,285138,249445,222831,200,Não
508,180000,Feminino,Superior,Solteiro(a),28,42238,38741,36696,35813,37893,34661,Não
509,80000,Feminino,Superior,Casado(a),30,21507,13207,13997,10914,10685,5515,Não
510,120000,Masculino,Pós-Graduação,Solteiro(a),26,884,0,0,10446,0,0,Não
511,130000,Masculino,Superior,Casado(a),31,1261,1261,1261,1411,930,390,Não
512,120000,Feminino,Superior,Solteiro(a),35,240,240,240,240,240,240,Sim
513,360000,Masculino,Pós-Graduação,Solteiro(a),28,20223,52962,3978,1743,2828,50537,Não
514,50000,Masculino,Superior,Solteiro(a),23,29509,30741,31438,31924,32566,33081,Sim
515,20000,Feminino,Superior,Solteiro(a),23,18355,20259,19534,16467,15746,13246,Não
516,100000,Masculino,Ensino Médio,Casado(a),56,94265,53376,85787,78762,79529,80335,Não
517,70000,Masculino,Ensino Médio,Casado(a),32,68739,67629,69188,68392,69884,71284,Não
518,50000,Masculino,Superior,Casado(a),47,13917,16695,21320,18614,19003,19439,Não
519,10000,Feminino,Superior,Solteiro(a),22,10250,8558,10525,10050,9903,9984,Não
520,290000,Feminino,Pós-Graduação,Casado(a),34,93844,97708,103066,104864,110151,115297,Não
521,30000,Feminino,Pós-Graduação,Casado(a),31,16496,17522,18531,18744,19291,19818,Não
522,410000,Feminino,Superior,Solteiro(a),27,-58,32991,36465,44310,62408,61420,Não
523,360000,Masculino,Pós-Graduação,Solteiro(a),28,1210,820,64644,125984,106584,125557,Sim
524,140000,Feminino,Superior,Casado(a),42,111496,112133,69529,70804,70781,66735,Sim
525,210000,Feminino,Pós-Graduação,Solteiro(a),32,67374,69489,70937,71761,73505,74827,Não
526,220000,Feminino,Superior,Solteiro(a),27,1692,13250,433,1831,0,2891,Não
527,20000,Masculino,Superior,Solteiro(a),27,18649,18066,19040,19446,20759,20241,Não
528,620000,Feminino,Superior,Casado(a),45,160837,156839,160440,163781,167159,170894,Sim
529,360000,Masculino,Pós-Graduação,Solteiro(a),26,-8,-8,-8,-8,1677,2600,Não
